1	-3.095100	0.000000	-3.645100
2	-3.195100	0.404302	-3.745100
3	-3.608900	0.328688	-4.158900
4	-3.446900	0.289347	-3.996900
5	-3.559900	0.250815	-4.109900
6	-3.532100	0.221418	-4.082100
7	-3.568200	0.196401	-4.118200
8	-3.598200	0.186111	-4.148200
9	-3.543100	0.174311	-4.093100
10	-3.592500	0.164359	-4.142500
11	-3.559500	0.153762	-4.109500
12	-3.524400	0.147720	-4.074400
13	-3.512700	0.141826	-4.062700
14	-3.595700	0.138404	-4.145700
15	-3.593700	0.137748	-4.143700
16	-3.588300	0.131349	-4.138300
17	-3.596800	0.128757	-4.146800
18	-3.638300	0.124602	-4.188300
19	-3.645300	0.119187	-4.195300
20	-3.695600	0.116524	-4.245600
21	-3.680200	0.112936	-4.230200
22	-3.685200	0.109989	-4.235200
23	-3.653600	0.107593	-4.203600
24	-3.650200	0.104503	-4.200200
25	-3.624300	0.105766	-4.174300
26	-3.626100	0.102646	-4.176100
27	-3.652000	0.100509	-4.202000
28	-3.596100	0.104149	-4.146100
29	-3.644900	0.103445	-4.194900
30	-3.615900	0.105767	-4.165900
31	-3.655400	0.104973	-4.205400
32	-3.655600	0.103877	-4.205600
33	-3.626900	0.103209	-4.176900
34	-3.616700	0.101007	-4.166700
35	-3.623800	0.100188	-4.173800
36	-3.607900	0.098432	-4.157900
37	-3.585300	0.098069	-4.135300
38	-3.566000	0.096948	-4.116000
39	-3.573700	0.095897	-4.123700
40	-3.586600	0.095036	-4.136600
