1	-0.346350	0.000000	0.913650
2	-0.865930	0.623431	0.394070
3	-0.559950	0.627486	0.700050
4	-0.662300	0.680466	0.597700
5	-0.861650	0.594479	0.398350
6	-1.172140	0.523470	0.087860
7	-0.970050	0.499721	0.289950
8	-1.035010	0.449806	0.224990
9	-0.947270	0.455310	0.312730
10	-0.974660	0.427744	0.285340
11	-0.939880	0.411161	0.320120
12	-0.720980	0.435909	0.539020
13	-0.812110	0.412351	0.447890
14	-1.040020	0.409422	0.219980
15	-1.111180	0.399473	0.148820
16	-1.165610	0.381261	0.094390
17	-1.061450	0.369915	0.198550
18	-1.087480	0.365354	0.172520
19	-1.154970	0.353379	0.105030
20	-1.177830	0.339376	0.082170
21	-1.372240	0.341245	-0.112240
22	-1.338700	0.333880	-0.078700
23	-1.295870	0.329353	-0.035870
24	-1.388560	0.324366	-0.128560
25	-1.431090	0.322281	-0.171090
26	-1.394250	0.315366	-0.134250
27	-1.491430	0.309115	-0.231430
28	-1.411120	0.307728	-0.151120
29	-1.365290	0.298148	-0.105290
30	-1.369150	0.291084	-0.109150
31	-1.391300	0.285618	-0.131300
32	-1.407800	0.282216	-0.147800
33	-1.436600	0.281142	-0.176600
34	-1.356280	0.277392	-0.096280
35	-1.358700	0.277480	-0.098700
36	-1.439940	0.272852	-0.179940
37	-1.465650	0.273088	-0.205650
38	-1.462750	0.269512	-0.202750
39	-1.484750	0.267999	-0.224750
40	-1.505340	0.263556	-0.245340
