1	1.647739	0.000000	1.807739
2	1.867359	0.822048	2.027359
3	1.138612	0.782327	1.298612
4	0.664731	0.702792	0.824731
5	0.527715	0.638921	0.687715
6	0.504817	0.583459	0.664817
7	0.347570	0.623551	0.507570
8	0.399940	0.567560	0.559940
9	0.585424	0.525880	0.745424
10	0.754743	0.497149	0.914743
11	0.818353	0.473774	0.978353
12	0.913444	0.451410	1.073444
13	0.918719	0.421325	1.078719
14	0.969498	0.394561	1.129498
15	0.952952	0.385549	1.112952
16	0.915883	0.374917	1.075883
17	0.865884	0.360171	1.025884
18	0.809964	0.349023	0.969964
19	0.848303	0.340426	1.008303
20	0.712584	0.334370	0.872584
21	0.740233	0.323179	0.900233
22	0.744283	0.310917	0.904283
23	0.748116	0.301739	0.908116
24	0.727658	0.291986	0.887658
25	0.774678	0.284805	0.934678
26	0.782366	0.277420	0.942366
27	0.782084	0.271370	0.942084
28	0.715561	0.265415	0.875561
29	0.712635	0.257456	0.872635
30	0.691874	0.250552	0.851874
31	0.726093	0.246281	0.886093
32	0.636774	0.245912	0.796774
33	0.571730	0.244446	0.731730
34	0.561308	0.238906	0.721308
35	0.532925	0.235087	0.692925
36	0.485741	0.230897	0.645741
37	0.395421	0.228905	0.555421
38	0.378810	0.224265	0.538810
39	0.369070	0.219847	0.529070
40	0.330100	0.216192	0.490100
