1	0.068950	0.000000	-0.341050
2	0.125680	0.827730	-0.284320
3	-0.334390	0.633597	-0.744390
4	0.171220	0.677828	-0.238780
5	-0.014570	0.588561	-0.424570
6	-0.214640	0.521982	-0.624640
7	0.104310	0.497855	-0.305690
8	-0.405170	0.524189	-0.815170
9	-0.466110	0.493418	-0.876110
10	-0.604150	0.456146	-1.014150
11	-0.613280	0.438571	-1.023280
12	-0.631580	0.410815	-1.041580
13	-0.823880	0.397372	-1.233880
14	-0.835300	0.376334	-1.245300
15	-0.943080	0.367796	-1.353080
16	-0.869940	0.355653	-1.279940
17	-0.928610	0.346948	-1.338610
18	-0.794620	0.336288	-1.204620
19	-0.808220	0.324936	-1.218220
20	-0.700740	0.325582	-1.110740
