1	-1.444700	0.000000	-0.844700
2	-1.856600	1.177123	-1.256600
3	-2.244500	0.860314	-1.644500
4	-1.957200	0.742468	-1.357200
5	-1.832900	0.628589	-1.232900
6	-2.011200	0.551268	-1.411200
7	-2.244000	0.503579	-1.644000
8	-2.043600	0.491352	-1.443600
9	-2.249300	0.503376	-1.649300
10	-2.215100	0.470791	-1.615100
11	-2.174400	0.477695	-1.574400
12	-2.370200	0.450123	-1.770200
13	-2.146200	0.454696	-1.546200
14	-2.219200	0.438064	-1.619200
15	-2.262500	0.415043	-1.662500
16	-2.296800	0.398112	-1.696800
17	-2.376600	0.384849	-1.776600
18	-2.384200	0.378623	-1.784200
19	-2.428500	0.367281	-1.828500
20	-2.357600	0.354712	-1.757600
21	-2.252700	0.343511	-1.652700
22	-2.246800	0.339835	-1.646800
23	-2.245500	0.327394	-1.645500
24	-2.200200	0.319060	-1.600200
25	-2.167500	0.309985	-1.567500
26	-2.186300	0.308488	-1.586300
27	-2.240100	0.301180	-1.640100
28	-2.308400	0.294535	-1.708400
29	-2.347600	0.288028	-1.747600
30	-2.356000	0.288470	-1.756000
31	-2.335600	0.281508	-1.735600
32	-2.440800	0.284061	-1.840800
33	-2.453900	0.282969	-1.853900
34	-2.440000	0.287962	-1.840000
35	-2.397500	0.281759	-1.797500
36	-2.401800	0.274611	-1.801800
37	-2.409000	0.269303	-1.809000
38	-2.406700	0.264465	-1.806700
39	-2.357200	0.260903	-1.757200
40	-2.306200	0.256212	-1.706200
