1	0.234800	0.000000	-0.585200
2	-0.184480	0.556440	-1.004480
3	0.567260	0.496997	-0.252740
4	-0.205540	0.552688	-1.025540
5	-0.095610	0.463664	-0.915610
6	0.062740	0.452333	-0.757260
7	0.030120	0.419020	-0.789880
8	0.124150	0.386211	-0.695850
9	0.103590	0.354758	-0.716410
10	0.100500	0.329800	-0.719500
11	0.106270	0.323669	-0.713730
12	0.017550	0.312530	-0.802450
13	0.130490	0.294559	-0.689510
14	0.173620	0.278956	-0.646380
15	0.176530	0.265195	-0.643470
16	0.194680	0.249971	-0.625320
17	0.119920	0.242206	-0.700080
18	0.094800	0.233210	-0.725200
19	0.074070	0.224960	-0.745930
20	0.096060	0.227514	-0.723940
21	0.073370	0.221432	-0.746630
22	0.016250	0.216612	-0.803750
23	-0.042090	0.212766	-0.862090
24	-0.008420	0.206559	-0.828420
25	0.073000	0.203031	-0.747000
26	0.061200	0.196704	-0.758800
27	0.031150	0.191529	-0.788850
28	0.003280	0.187029	-0.816720
29	0.041180	0.184101	-0.778820
30	0.050980	0.180127	-0.769020
31	0.058080	0.177199	-0.761920
32	0.086980	0.174674	-0.733020
33	0.071510	0.172350	-0.748490
34	0.099410	0.170228	-0.720590
35	0.096540	0.167017	-0.723460
36	0.103270	0.163381	-0.716730
37	0.074490	0.159882	-0.745510
38	0.057870	0.156791	-0.762130
39	0.034500	0.154545	-0.785500
40	-0.001620	0.153754	-0.821620
