1	0.377656	0.000000	-0.132344
2	0.266917	0.153913	-0.243083
3	-0.027050	0.194144	-0.537050
4	-0.047888	0.196913	-0.557888
5	-0.382064	0.202567	-0.892064
6	-0.574858	0.193426	-1.084858
7	-0.550942	0.177386	-1.060942
8	-0.541999	0.163556	-1.051999
9	-0.491599	0.151196	-1.001599
10	-0.446219	0.140819	-0.956219
11	-0.494299	0.136332	-1.004299
12	-0.498290	0.133432	-1.008290
13	-0.528587	0.142099	-1.038587
14	-0.548720	0.144337	-1.058720
15	-0.536056	0.138634	-1.046056
16	-0.573373	0.141895	-1.083373
17	-0.563315	0.136321	-1.073315
18	-0.539700	0.130614	-1.049700
19	-0.521822	0.125654	-1.031822
20	-0.464969	0.122403	-0.974969
21	-0.489318	0.125652	-0.999318
22	-0.506039	0.122975	-1.016039
23	-0.491477	0.118653	-1.001477
24	-0.476307	0.116164	-0.986307
25	-0.499565	0.112291	-1.009565
26	-0.486067	0.109389	-0.996067
27	-0.495205	0.108328	-1.005205
28	-0.468478	0.105328	-0.978478
29	-0.468079	0.102517	-0.978079
30	-0.464689	0.100566	-0.974689
31	-0.455057	0.098363	-0.965057
32	-0.471998	0.100461	-0.981998
33	-0.490270	0.098270	-1.000270
34	-0.491925	0.096808	-1.001925
35	-0.496820	0.095674	-1.006820
36	-0.469879	0.093917	-0.979879
37	-0.472555	0.095059	-0.982555
38	-0.466520	0.093445	-0.976520
39	-0.468592	0.093252	-0.978592
40	-0.466623	0.091493	-0.976623
