l11-l19	0.037970	0.149260	-1.210000
l11-l21	-1.651110	0.076874	-1.510000
l11-l24	-1.561916	0.102894	-1.080000
l11-l35	-1.096058	0.142525	-1.180000
l12-l14	1.836480	0.172960	0.620000
l12-l25	1.327840	0.075744	1.590000
l12-l33	1.552390	0.097382	3.320000
l13-l25	0.478270	0.123629	0.770000
l16-l15	-2.055280	0.222906	-0.860000
l16-l26	-0.686340	0.232520	-3.310000
l17-l34	0.875994	0.111658	0.120000
l17-l38	1.285647	0.104624	0.980000
l18-l14	0.825160	0.073040	0.060000
l18-l19	0.525400	0.126607	-0.010000
l18-l39	0.661512	0.167317	0.540000
l19-l15	-0.153110	0.159019	1.990000
l19-l25	-0.164820	0.215509	1.040000
l19-l37	0.104504	0.161451	0.460000
l1a-l18	-2.566591	0.158954	-3.820000
l1a-l32	-1.504277	0.103566	-1.640000
l1a-l37	-2.283620	0.095753	-3.370000
l1a-l40	-1.532500	0.077221	-2.560000
l20-l32	2.108575	0.123042	2.450000
l20-l34	0.802334	0.129354	-0.080000
l21-l37	1.462084	0.152511	0.770000
l21-l38	0.636560	0.121844	0.830000
l22-l16	1.353556	0.237771	0.550000
l22-l32	0.823510	0.169104	-0.110000
l23-l36	-2.787494	0.245048	-1.160000
l24-l14	1.906809	0.201616	-0.050000
l24-l1a	3.682389	0.124055	3.700000
l24-l35	0.750512	0.177856	-0.100000
l25-l14	1.094903	0.131966	-0.970000
l26-l14	0.418480	0.238119	0.530000
l26-l32	0.557250	0.219258	2.640000
l27-l14	1.850290	0.159711	-0.220000
l27-l37	1.413833	0.097460	0.160000
l28-l23	1.030832	0.308008	-0.820000
l28-l34	-0.210230	0.112204	-1.250000
l28-l37	1.301780	0.126854	-0.450000
l29-l1a	2.509290	0.134959	2.650000
l29-l40	1.305300	0.181290	0.090000
l30-l13	-0.523588	0.137867	-2.700000
l30-l20	-1.861380	0.106809	-3.220000
l30-l21	-1.293610	0.160980	-3.270000
l30-l39	0.695886	0.084966	-2.410000
l31-l13	-1.012967	0.106082	-0.110000
l31-l33	0.105520	0.078915	2.390000
l31-l36	-2.882830	0.338133	-1.450000
l33-l13	-0.968180	0.119135	-2.500000
l33-l25	-0.703479	0.147080	-1.730000
l35-l37	1.522810	0.090759	0.430000
l37-l34	-1.567420	0.086649	-0.800000
l38-l27	-0.392035	0.104530	-0.230000
l38-l31	0.737500	0.054616	-0.150000
l38-l34	-0.412150	0.042540	-0.860000
l39-l14	-0.334743	0.137329	-0.480000
l39-l36	-3.838094	0.153031	-1.620000
l41-l1a	1.629250	0.288648	3.030000
l41-l29	-1.872200	0.439016	0.370000
