l23466-l23475	-0.583590	0.092593	-0.870000
l23467-l23466	-0.016000	0.019843	-0.510000
l23467-l23468	0.184300	0.088981	-0.410000
l23467-l23469	-2.079200	0.144606	-0.380000
l23467-l23470	0.110000	0.128970	-0.380000
l23467-l23473	-0.598260	0.137815	-1.050000
l23467-l23474	-1.040700	0.177260	-1.770000
l23467-l23475	-0.697800	0.119461	-1.380000
l23467-l23476	-1.338100	0.149564	-2.070000
l23469-l23472	-1.882470	0.207116	-0.920000
l23469-l20669	-3.498820	0.201800	-0.880000
l23471-l23466	0.046990	0.051331	-0.100000
l23471-l23468	0.331970	0.207367	0.000000
l23471-l23470	0.302000	0.268505	0.030000
l23473-l20669	0.226900	0.221672	-0.220000
l23474-l23466	0.777250	0.126532	1.260000
l23476-l23466	1.235790	0.096077	1.570000
l23477-l23466	0.669320	0.077932	1.010000
l23477-l23467	0.522500	0.144801	1.510000
l23477-l23479	-0.501700	0.139288	-0.290000
l23477-l23482	-0.698700	0.211915	-1.150000
l23477-l23483	-0.768800	0.318448	-1.020000
l23477-l23330	-1.671100	0.126513	-1.270000
l23480-l23479	-0.154320	0.165850	-0.420000
l23480-l23482	0.325700	0.299109	-1.290000
l23482-l23479	-0.042800	0.306833	0.860000
l23482-l23485	1.843800	1.409913	-1.010000
l23482-l23486	-0.319800	0.199059	-2.460000
l23483-l23479	0.707000	0.353527	0.730000
l23484-l23479	2.090120	2.339806	-1.390000
l23484-l23482	-0.721700	1.795407	-2.250000
l23484-l23485	0.822900	0.351343	-3.260000
l23484-l23486	-4.643569	1.654184	-4.720000
l23485-l23479	2.892910	2.124684	1.870000
l23486-l23479	0.680400	0.449517	3.330000
l23486-l23485	-0.438710	0.316799	1.460000
l20667-l23479	0.017300	0.398631	2.280000
l20667-l23482	0.330100	0.124887	1.420000
l20667-l23484	2.621670	1.553151	3.670000
l20667-l23485	-0.270490	1.768378	0.410000
l20667-l23486	0.020211	0.313873	-1.050000
l20669-l23466	0.340780	0.054767	0.760000
l20669-l23472	-2.154800	0.330798	-0.040000
l20670-l23466	0.858900	0.127644	1.240000
l20670-l23477	0.468300	0.097575	0.230000
l20670-l23479	-0.175500	0.125128	-0.060000
l20670-l23482	-0.140400	0.169734	-0.920000
l20670-l23483	-0.024500	0.297639	-0.790000
l20670-l23330	-1.517003	0.186268	-1.040000
